match_id,date,season,venue,winner,win_by,match_type,player_of_match,umpire_1,umpire_2,inning1_runs,inning1_wickets,inning1_extras,inning1_pp_runs,inning1_death_runs,team1,inning2_runs,inning2_wickets,inning2_extras,inning2_pp_runs,inning2_death_runs,team2,target,run_diff,team1_win_rate,team2_win_rate,h2h_team1_win_rate,team1_recent_form,team2_recent_form,venue_team1_win_rate,team1_avg_inning1
1168821,2019-02-15,2019,Dubai International Cricket Stadium,Karachi Kings,runs 7,regular,LS Livingstone,REJ Martinesz,MA Gough,183,6,7,53,23,Karachi Kings,176.0,9.0,9.0,38.0,39.0,Multan Sultans,1,7.0,0.41379310344827586,0.4444444444444444,1.0,0.2,0.2,0.3888888888888889,149.35294117647058
1168824,2019-02-16,2019,Dubai International Cricket Stadium,Lahore Qalandars,runs 22,regular,Haris Rauf,Shozab Raza,RK Illingworth,138,6,5,50,21,Lahore Qalandars,116.0,10.0,3.0,32.0,24.0,Karachi Kings,1,22.0,0.25925925925925924,0.43333333333333335,0.16666666666666666,0.4,0.4,0.17647058823529413,154.1764705882353
1168823,2019-02-16,2019,Dubai International Cricket Stadium,Multan Sultans,wickets 5,regular,Ali Shafiq,REJ Martinesz,Asif Yaqoob,125,7,2,29,31,Islamabad United,126.0,5.0,8.0,24.0,32.0,Multan Sultans,0,-1.0,0.6060606060606061,0.4,1.0,0.8,0.0,0.7058823529411765,142.13333333333333
1168825,2019-02-17,2019,Dubai International Cricket Stadium,Quetta Gladiators,wickets 7,regular,SR Watson,REJ Martinesz,Asif Yaqoob,157,8,8,38,41,Islamabad United,161.0,3.0,9.0,49.0,27.0,Quetta Gladiators,0,-4.0,0.5882352941176471,0.5806451612903226,0.5714285714285714,0.6,0.4,0.6666666666666666,141.0625
1168826,2019-02-17,2019,Dubai International Cricket Stadium,Peshawar Zalmi,wickets 7,regular,Hasan Ali,RK Illingworth,Rashid Riaz,78,10,7,39,0,Lahore Qalandars,81.0,3.0,8.0,50.0,0.0,Peshawar Zalmi,0,-3.0,0.2857142857142857,0.5294117647058824,0.16666666666666666,0.4,0.6,0.2222222222222222,153.27777777777777
1168827,2019-02-20,2019,Sharjah Cricket Stadium,Quetta Gladiators,wickets 8,regular,SR Watson,Asif Yaqoob,Shozab Raza,160,9,13,51,33,Multan Sultans,161.0,2.0,7.0,59.0,18.0,Quetta Gladiators,0,-1.0,0.45454545454545453,0.59375,0.5,0.2,0.4,0.5,148.2
1168828,2019-02-21,2019,Sharjah Cricket Stadium,Peshawar Zalmi,runs 44,regular,Imam-ul-Haq,RK Illingworth,Rashid Riaz,153,8,13,38,47,Peshawar Zalmi,109.0,9.0,2.0,32.0,21.0,Karachi Kings,1,44.0,0.5428571428571428,0.41935483870967744,0.7142857142857143,0.6,0.4,0.5454545454545454,155.52941176470588
1168829,2019-02-22,2019,Sharjah Cricket Stadium,Lahore Qalandars,wickets 6,regular,AB de Villiers,REJ Martinesz,Shozab Raza,200,6,11,60,36,Multan Sultans,204.0,5.0,14.0,51.0,56.0,Lahore Qalandars,0,-4.0,0.4166666666666667,0.27586206896551724,0.5,0.2,0.4,0.3333333333333333,150.16666666666666
1168830,2019-02-22,2019,Sharjah Cricket Stadium,Islamabad United,runs 12,regular,Mohammad Sami,MA Gough,RK Illingworth,158,9,11,40,29,Islamabad United,146.0,10.0,1.0,36.0,38.0,Peshawar Zalmi,1,12.0,0.5714285714285714,0.5555555555555556,0.625,0.6,0.6,0.4666666666666667,142.0
1168831,2019-02-23,2019,Sharjah Cricket Stadium,Quetta Gladiators,wickets 3,regular,Sarfraz Ahmed,REJ Martinesz,Shozab Raza,143,7,11,48,22,Lahore Qalandars,148.0,7.0,6.0,35.0,35.0,Quetta Gladiators,0,-5.0,0.3,0.6060606060606061,0.3333333333333333,0.4,0.6,0.45454545454545453,149.31578947368422
1168832,2019-02-23,2019,Sharjah Cricket Stadium,Islamabad United,wickets 7,regular,L Ronchi,Asif Yaqoob,RK Illingworth,143,6,2,34,53,Karachi Kings,147.0,3.0,5.0,61.0,4.0,Islamabad United,0,-4.0,0.40625,0.5833333333333334,0.4444444444444444,0.2,0.6,0.45454545454545453,151.22222222222223
1168833,2019-02-24,2019,Sharjah Cricket Stadium,Peshawar Zalmi,wickets 5,regular,Hasan Ali,REJ Martinesz,Shozab Raza,145,10,15,55,21,Multan Sultans,146.0,5.0,2.0,41.0,32.0,Peshawar Zalmi,0,-1.0,0.38461538461538464,0.5405405405405406,1.0,0.2,0.4,0.25,157.28571428571428
1168834,2019-02-24,2019,Sharjah Cricket Stadium,Karachi Kings,wickets 6,regular,CA Ingram,RK Illingworth,Ahsan Raza,186,5,19,53,58,Quetta Gladiators,188.0,4.0,6.0,39.0,42.0,Karachi Kings,0,-2.0,0.6176470588235294,0.3939393939393939,0.8333333333333334,0.8,0.2,0.5384615384615384,147.0909090909091
1168835,2019-02-26,2019,Dubai International Cricket Stadium,Multan Sultans,wickets 6,regular,DT Christian,RK Illingworth,Ahsan Raza,121,10,4,45,15,Islamabad United,122.0,4.0,4.0,52.0,21.0,Multan Sultans,0,-1.0,0.5945945945945946,0.35714285714285715,0.6666666666666666,0.6,0.2,0.631578947368421,142.88888888888889
1168836,2019-02-27,2019,Dubai International Cricket Stadium,Lahore Qalandars,wickets 8,regular,,REJ Martinesz,Shozab Raza,106,10,8,45,8,Quetta Gladiators,107.0,2.0,4.0,35.0,6.0,Lahore Qalandars,0,-1.0,0.6,0.2903225806451613,0.7142857142857143,0.8,0.4,0.7368421052631579,150.33333333333334
1168837,2019-02-27,2019,Dubai International Cricket Stadium,Islamabad United,wickets 5,regular,Asif Ali,RK Illingworth,Ahsan Raza,168,8,4,67,24,Karachi Kings,169.0,5.0,7.0,44.0,29.0,Islamabad United,0,-1.0,0.4117647058823529,0.5789473684210527,0.4,0.4,0.4,0.4,150.78947368421052
1168838,2019-02-28,2019,Dubai International Cricket Stadium,Peshawar Zalmi,wickets 7,regular,KA Pollard,REJ Martinesz,Asif Yaqoob,172,5,9,65,43,Multan Sultans,176.0,3.0,7.0,39.0,55.0,Peshawar Zalmi,0,-4.0,0.4,0.5526315789473685,0.6666666666666666,0.4,0.6,0.5,155.75
1168839,2019-02-28,2019,Dubai International Cricket Stadium,Karachi Kings,wickets 5,regular,Iftikhar Ahmed,RK Illingworth,Rashid Riaz,133,5,4,42,34,Lahore Qalandars,134.0,5.0,4.0,29.0,34.0,Karachi Kings,0,-1.0,0.3125,0.4,0.2857142857142857,0.6,0.2,0.25,149.0
1168840,2019-03-01,2019,Dubai International Cricket Stadium,Peshawar Zalmi,wickets 4,regular,LA Dawson,REJ Martinesz,Shozab Raza,176,10,8,44,31,Islamabad United,177.0,6.0,23.0,58.0,42.0,Peshawar Zalmi,0,-1.0,0.5897435897435898,0.5641025641025641,0.6666666666666666,0.6,0.8,0.6190476190476191,141.73684210526315
1168841,2019-03-01,2019,Dubai International Cricket Stadium,Quetta Gladiators,wickets 6,regular,DJ Bravo,RK Illingworth,Ahsan Raza,121,10,10,35,20,Multan Sultans,122.0,4.0,7.0,50.0,19.0,Quetta Gladiators,0,-1.0,0.375,0.5833333333333334,0.3333333333333333,0.2,0.6,0.45454545454545453,157.55555555555554
1168842,2019-03-04,2019,Sheikh Zayed Stadium,Quetta Gladiators,wickets 8,regular,SR Watson,REJ Martinesz,Asif Yaqoob,165,4,6,53,40,Peshawar Zalmi,166.0,2.0,12.0,45.0,25.0,Quetta Gladiators,0,-1.0,0.575,0.5945945945945946,0.5,0.8,0.6,0.5,155.38888888888889
1168843,2019-03-04,2019,Sheikh Zayed Stadium,Karachi Kings,wickets 5,regular,Usman Shinwari,Shozab Raza,RK Illingworth,118,7,9,35,31,Multan Sultans,120.0,5.0,3.0,30.0,30.0,Karachi Kings,0,-2.0,0.35294117647058826,0.4166666666666667,0.0,0.2,0.4,0.5,153.9
1168844,2019-03-05,2019,Sheikh Zayed Stadium,Peshawar Zalmi,wickets 4,regular,Misbah-ul-Haq,Asif Yaqoob,Ahsan Raza,124,7,2,35,28,Lahore Qalandars,125.0,6.0,9.0,20.0,35.0,Peshawar Zalmi,0,-1.0,0.30303030303030304,0.5609756097560976,0.14285714285714285,0.4,0.6,0.5,148.23809523809524
1168845,2019-03-05,2019,Sheikh Zayed Stadium,Quetta Gladiators,runs 43,regular,Ahmed Shehzad,RK Illingworth,Rashid Riaz,180,9,14,57,46,Quetta Gladiators,137.0,9.0,5.0,40.0,22.0,Islamabad United,1,43.0,0.6052631578947368,0.575,0.5,0.6,0.6,1.0,146.92307692307693
1168847,2019-03-09,2019,National Stadium,Islamabad United,runs 49,regular,CS Delport,MA Gough,Shozab Raza,238,3,8,70,54,Islamabad United,189.0,9.0,8.0,64.0,28.0,Lahore Qalandars,1,49.0,0.5609756097560976,0.29411764705882354,0.5714285714285714,0.4,0.4,1.0,143.45
1168848,2019-03-10,2019,National Stadium,Karachi Kings,runs 1,regular,Usman Shinwari,REJ Martinesz,Asif Yaqoob,190,5,9,51,57,Karachi Kings,189.0,7.0,21.0,66.0,49.0,Quetta Gladiators,1,1.0,0.43243243243243246,0.6153846153846154,0.2857142857142857,0.6,0.6,0.5,151.65
1168849,2019-03-11,2019,National Stadium,Multan Sultans,wickets 7,regular,Mohammad Abbas,MA Gough,Rashid Riaz,140,8,6,38,29,Lahore Qalandars,141.0,3.0,11.0,78.0,0.0,Multan Sultans,0,-1.0,0.2857142857142857,0.3333333333333333,0.6666666666666666,0.2,0.2,0.0,147.13636363636363
1168846,2019-03-11,2019,National Stadium,Peshawar Zalmi,runs 61,regular,Kamran Akmal,REJ Martinesz,Ahsan Raza,203,7,8,61,37,Peshawar Zalmi,142.0,10.0,11.0,57.0,0.0,Karachi Kings,1,61.0,0.5714285714285714,0.4473684210526316,0.75,0.8,0.8,0.0,155.89473684210526
1168851,2019-03-13,2019,National Stadium,Quetta Gladiators,runs 10,qualifier,SR Watson,REJ Martinesz,Ahsan Raza,186,6,9,57,31,Quetta Gladiators,176.0,7.0,8.0,41.0,47.0,Peshawar Zalmi,1,10.0,0.6,0.5813953488372093,0.5454545454545454,0.6,0.8,0.0,149.28571428571428
1168850,2019-03-14,2019,National Stadium,Islamabad United,wickets 4,eliminator,AD Hales,Shozab Raza,MA Gough,161,9,3,78,19,Karachi Kings,164.0,6.0,7.0,48.0,49.0,Islamabad United,0,-3.0,0.4358974358974359,0.5714285714285714,0.36363636363636365,0.6,0.4,0.5,153.47619047619048
1168852,2019-03-15,2019,National Stadium,Peshawar Zalmi,runs 48,eliminator,Kamran Akmal,REJ Martinesz,Ahsan Raza,214,5,10,58,49,Peshawar Zalmi,166.0,9.0,10.0,41.0,15.0,Islamabad United,1,48.0,0.5681818181818182,0.5813953488372093,0.4,0.6,0.6,0.3333333333333333,158.25
1168853,2019-03-17,2019,National Stadium,Quetta Gladiators,wickets 8,final,Mohammad Hasnain,REJ Martinesz,Ahsan Raza,138,8,10,41,35,Peshawar Zalmi,139.0,2.0,10.0,57.0,9.0,Quetta Gladiators,0,-1.0,0.5777777777777777,0.6097560975609756,0.4166666666666667,0.6,0.8,0.5,160.9047619047619
1211642,2020-02-20,2020,National Stadium,Quetta Gladiators,wickets 3,regular,Mohammad Hasnain,RK Illingworth,Faisal Afridi,168,10,9,55,27,Islamabad United,171.0,7.0,9.0,36.0,39.0,Quetta Gladiators,0,-3.0,0.5681818181818182,0.6190476190476191,0.4444444444444444,0.4,0.8,0.75,147.95238095238096
1211644,2020-02-21,2020,Gaddafi Stadium,Multan Sultans,wickets 5,regular,Imran Tahir,REJ Martinesz,Rashid Riaz,138,8,5,61,28,Lahore Qalandars,142.0,5.0,12.0,54.0,4.0,Multan Sultans,0,-4.0,0.2777777777777778,0.3684210526315789,0.5,0.2,0.4,0.5,146.82608695652175
1211643,2020-02-21,2020,National Stadium,Karachi Kings,runs 10,regular,Babar Azam,RK Illingworth,Faisal Afridi,201,4,9,57,42,Karachi Kings,191.0,7.0,9.0,50.0,47.0,Peshawar Zalmi,1,10.0,0.425,0.5652173913043478,0.2222222222222222,0.6,0.6,0.3333333333333333,153.8181818181818
1211646,2020-02-22,2020,Gaddafi Stadium,Islamabad United,wickets 8,regular,L Ronchi,REJ Martinesz,Shozab Raza,164,8,7,42,42,Multan Sultans,165.0,2.0,5.0,63.0,3.0,Islamabad United,0,-1.0,0.4,0.5555555555555556,0.5,0.4,0.4,1.0,150.63636363636363
1211645,2020-02-22,2020,National Stadium,Peshawar Zalmi,wickets 6,regular,Kamran Akmal,RK Illingworth,Faisal Afridi,148,5,5,36,26,Quetta Gladiators,153.0,4.0,4.0,69.0,19.0,Peshawar Zalmi,0,-5.0,0.627906976744186,0.5531914893617021,0.6153846153846154,0.8,0.4,0.75,151.73333333333332
1211647,2020-02-23,2020,National Stadium,Quetta Gladiators,wickets 5,regular,Azam Khan,RK Illingworth,Faisal Afridi,156,9,16,40,46,Karachi Kings,157.0,5.0,6.0,41.0,34.0,Quetta Gladiators,0,-1.0,0.43902439024390244,0.6136363636363636,0.375,0.6,0.6,0.5,155.8695652173913
1211648,2020-02-23,2020,Gaddafi Stadium,Islamabad United,wickets 1,regular,Shadab Khan,REJ Martinesz,Rashid Riaz,182,6,7,57,47,Lahore Qalandars,183.0,9.0,9.0,51.0,34.0,Islamabad United,0,-1.0,0.2702702702702703,0.5652173913043478,0.25,0.0,0.6,0.0,146.45833333333334
1211649,2020-02-26,2020,Multan Cricket Stadium,Multan Sultans,wickets 6,regular,Sohail Tanvir,Asif Yaqoob,Faisal Afridi,123,10,6,48,10,Peshawar Zalmi,124.0,4.0,5.0,47.0,0.0,Multan Sultans,0,-1.0,0.5625,0.38095238095238093,0.5,0.4,0.4,0.5,159.86363636363637
1211650,2020-02-27,2020,Rawalpindi Cricket Stadium,Quetta Gladiators,wickets 5,regular,BCJ Cutting,REJ Martinesz,Tariq Rasheed,187,7,7,57,30,Islamabad United,190.0,5.0,9.0,50.0,46.0,Quetta Gladiators,0,-3.0,0.574468085106383,0.6222222222222222,0.4,0.6,0.8,0.5,148.86363636363637
1211652,2020-02-28,2020,Rawalpindi Cricket Stadium,Peshawar Zalmi,runs 16,regular,L Gregory,REJ Martinesz,Tariq Rasheed,132,7,4,86,0,Peshawar Zalmi,116.0,6.0,4.0,54.0,0.0,Lahore Qalandars,1,16.0,0.5510204081632653,0.2631578947368421,0.875,0.4,0.0,0.5,158.2608695652174
1211651,2020-02-28,2020,Multan Cricket Stadium,Multan Sultans,runs 52,regular,MM Ali,Shozab Raza,Faisal Afridi,186,6,7,48,39,Multan Sultans,134.0,10.0,2.0,55.0,4.0,Karachi Kings,1,52.0,0.4090909090909091,0.42857142857142855,0.0,0.6,0.4,1.0,151.75
1211653,2020-02-29,2020,Multan Cricket Stadium,Multan Sultans,runs 30,regular,RR Rossouw,Asif Yaqoob,Faisal Afridi,199,5,8,39,51,Multan Sultans,169.0,7.0,4.0,54.0,28.0,Quetta Gladiators,1,30.0,0.43478260869565216,0.6304347826086957,0.25,0.8,0.8,1.0,154.3846153846154
1211655,2020-03-01,2020,Rawalpindi Cricket Stadium,Karachi Kings,wickets 5,regular,AD Hales,REJ Martinesz,Tariq Rasheed,183,3,5,47,51,Islamabad United,187.0,5.0,3.0,64.0,34.0,Karachi Kings,0,-4.0,0.5625,0.4186046511627907,0.6666666666666666,0.4,0.2,0.0,150.52173913043478
1211656,2020-03-02,2020,Rawalpindi Cricket Stadium,Karachi Kings,wickets 6,regular,Mohammad Amir,REJ Martinesz,Tariq Rasheed,151,8,10,28,38,Peshawar Zalmi,152.0,4.0,5.0,55.0,17.0,Karachi Kings,0,-1.0,0.56,0.4318181818181818,0.7,0.4,0.4,1.0,157.16666666666666
1211657,2020-03-03,2020,Gaddafi Stadium,Lahore Qalandars,runs 37,regular,BR Dunk,Shozab Raza,Faisal Afridi,209,5,3,47,55,Lahore Qalandars,172.0,10.0,11.0,51.0,29.0,Quetta Gladiators,1,37.0,0.2564102564102564,0.6170212765957447,0.375,0.0,0.6,0.0,147.88
1211658,2020-03-04,2020,Gaddafi Stadium,Islamabad United,runs 71,regular,C Munro,Asif Yaqoob,Shozab Raza,198,3,7,50,53,Islamabad United,127.0,10.0,4.0,35.0,25.0,Lahore Qalandars,1,71.0,0.5510204081632653,0.275,0.6666666666666666,0.4,0.2,1.0,151.875
1211659,2020-03-05,2020,Rawalpindi Cricket Stadium,Peshawar Zalmi,runs 30,regular,Shoaib Malik,REJ Martinesz,Tariq Rasheed,170,6,7,45,0,Peshawar Zalmi,140.0,7.0,10.0,59.0,0.0,Quetta Gladiators,1,30.0,0.5490196078431373,0.6041666666666666,0.42857142857142855,0.4,0.4,0.5,156.92
1211660,2020-03-06,2020,Gaddafi Stadium,No result,no result,regular,,Shozab Raza,MA Gough,102,6,5,41,4,Multan Sultans,,,,,,,0,,0.4583333333333333,0.5,0.5,0.8,0.5,0.5,157.57142857142858
1211661,2020-03-07,2020,Rawalpindi Cricket Stadium,Peshawar Zalmi,runs 7,regular,Shadab Khan,Tariq Rasheed,Rashid Riaz,195,5,8,59,33,Islamabad United,85.0,2.0,5.0,61.0,0.0,Peshawar Zalmi,0,110.0,0.56,0.5576923076923077,0.5454545454545454,0.6,0.6,0.0,153.72
1211662,2020-03-07,2020,Gaddafi Stadium,Lahore Qalandars,wickets 8,regular,SR Patel,Asif Yaqoob,MA Gough,98,9,15,21,33,Quetta Gladiators,100.0,2.0,6.0,35.0,0.0,Lahore Qalandars,0,-2.0,0.5918367346938775,0.2682926829268293,0.5555555555555556,0.4,0.2,0.0,151.5
1211663,2020-03-08,2020,Rawalpindi Cricket Stadium,Multan Sultans,wickets 9,regular,JM Vince,REJ Martinesz,Tariq Rasheed,91,7,9,68,0,Islamabad United,94.0,1.0,3.0,84.0,0.0,Multan Sultans,0,-3.0,0.5490196078431373,0.44,0.6,0.4,0.6,0.0,155.30769230769232
1211664,2020-03-08,2020,Gaddafi Stadium,Lahore Qalandars,wickets 8,regular,BR Dunk,Shozab Raza,MA Gough,187,5,3,48,59,Karachi Kings,190.0,2.0,7.0,32.0,39.0,Lahore Qalandars,0,-3.0,0.4444444444444444,0.2857142857142857,0.625,0.6,0.4,0.0,155.875
1211665,2020-03-10,2020,Gaddafi Stadium,Lahore Qalandars,wickets 5,regular,Fakhar Zaman,MA Gough,Aleem Dar,187,7,8,42,39,Peshawar Zalmi,189.0,5.0,7.0,49.0,41.0,Lahore Qalandars,0,-2.0,0.5660377358490566,0.3023255813953488,0.8888888888888888,0.6,0.6,1.0,157.42307692307693
1211667,2020-03-12,2020,National Stadium,Karachi Kings,wickets 10,regular,Sharjeel Khan,MA Gough,Ahsan Raza,150,5,6,49,29,Lahore Qalandars,151.0,0.0,8.0,52.0,20.0,Karachi Kings,0,-1.0,0.3181818181818182,0.43478260869565216,0.3333333333333333,0.8,0.4,0.0,150.23076923076923
1211668,2020-03-13,2020,National Stadium,Multan Sultans,runs 3,regular,Zeeshan Ashraf,MA Gough,Rashid Riaz,154,6,6,39,37,Multan Sultans,151.0,8.0,15.0,32.0,30.0,Peshawar Zalmi,1,3.0,0.46153846153846156,0.5555555555555556,0.6,0.8,0.6,1.0,153.86666666666667
1211669,2020-03-14,2020,National Stadium,Karachi Kings,wickets 4,regular,Sharjeel Khan,MA Gough,Ahsan Raza,136,6,4,47,32,Islamabad United,137.0,6.0,13.0,60.0,31.0,Karachi Kings,0,-1.0,0.5384615384615384,0.44680851063829785,0.6153846153846154,0.2,0.6,0.6,152.92592592592592
1211670,2020-03-15,2020,Gaddafi Stadium,Lahore Qalandars,wickets 9,regular,CA Lynn,Shozab Raza,Aleem Dar,186,6,12,36,68,Multan Sultans,191.0,1.0,2.0,72.0,34.0,Lahore Qalandars,0,-5.0,0.48148148148148145,0.3111111111111111,0.6,0.8,0.6,0.3333333333333333,153.875
1211671,2020-03-15,2020,National Stadium,Quetta Gladiators,wickets 5,regular,SR Watson,MA Gough,Rashid Riaz,150,5,8,36,31,Karachi Kings,154.0,5.0,3.0,59.0,4.0,Quetta Gladiators,0,-4.0,0.4583333333333333,0.58,0.3333333333333333,0.8,0.2,0.5714285714285714,157.12
1211672,2020-11-14,2020,"National Stadium, Karachi",No result,tie,qualifier,Babar Azam,MA Gough,Rashid Riaz,141,7,4,38,46,Multan Sultans,141.0,8.0,4.0,46.0,25.0,Karachi Kings,0,0.0,0.4642857142857143,0.4489795918367347,0.25,0.6,0.6,0.5,155.76470588235293
1211673,2020-11-14,2020,National Stadium,Lahore Qalandars,wickets 5,eliminator,Mohammad Hafeez,Shozab Raza,Aleem Dar,170,9,3,38,41,Peshawar Zalmi,171.0,5.0,10.0,41.0,41.0,Lahore Qalandars,0,-1.0,0.5454545454545454,0.32608695652173914,0.8,0.4,0.8,0.375,158.5185185185185
1211675,2020-11-15,2020,National Stadium,Lahore Qalandars,runs 25,eliminator,D Wiese,MA Gough,Aleem Dar,182,6,5,54,59,Lahore Qalandars,157.0,10.0,6.0,63.0,33.0,Multan Sultans,1,25.0,0.3404255319148936,0.4482758620689655,0.5,0.8,0.4,0.25,150.22222222222223
1231146,2020-11-17,2020,National Stadium,Karachi Kings,wickets 5,final,Babar Azam,MA Gough,Aleem Dar,134,7,14,37,35,Lahore Qalandars,135.0,5.0,12.0,43.0,21.0,Karachi Kings,0,-1.0,0.3541666666666667,0.44,0.3,0.8,0.4,0.4,151.35714285714286
1247011,2021-02-20,2021,National Stadium,Karachi Kings,wickets 7,regular,Arshad Iqbal,Ahsan Raza,Aleem Dar,121,10,10,49,15,Quetta Gladiators,126.0,3.0,5.0,60.0,0.0,Karachi Kings,0,-5.0,0.5882352941176471,0.45098039215686275,0.7,0.2,0.6,0.7142857142857143,148.35294117647058
1247012,2021-02-21,2021,National Stadium,Lahore Qalandars,wickets 4,regular,Shaheen Shah Afridi,Rashid Riaz,Shozab Raza,140,6,9,36,41,Peshawar Zalmi,143.0,6.0,3.0,38.0,33.0,Lahore Qalandars,0,-3.0,0.5357142857142857,0.3469387755102041,0.7272727272727273,0.4,0.6,0.3333333333333333,158.92857142857142
1247013,2021-02-21,2021,National Stadium,Islamabad United,wickets 3,regular,L Gregory,Ahsan Raza,RK Illingworth,150,8,2,39,33,Multan Sultans,151.0,7.0,10.0,48.0,34.0,Islamabad United,0,-1.0,0.43333333333333335,0.5283018867924528,0.5,0.4,0.2,0.6666666666666666,154.94444444444446
1247014,2021-02-22,2021,National Stadium,Lahore Qalandars,wickets 9,regular,Fakhar Zaman,Aleem Dar,Asif Yaqoob,178,6,11,38,48,Quetta Gladiators,179.0,1.0,3.0,48.0,28.0,Lahore Qalandars,0,-1.0,0.5769230769230769,0.36,0.5,0.2,0.8,0.625,146.83333333333334
1247015,2021-02-23,2021,National Stadium,Peshawar Zalmi,wickets 6,regular,T Kohler-Cadmore,Aleem Dar,RK Illingworth,193,4,11,46,38,Multan Sultans,197.0,4.0,9.0,56.0,45.0,Peshawar Zalmi,0,-4.0,0.41935483870967744,0.5263157894736842,0.6666666666666666,0.2,0.2,0.5,154.68421052631578
1247016,2021-02-24,2021,National Stadium,Islamabad United,wickets 5,regular,AD Hales,Aleem Dar,Rashid Riaz,196,3,10,33,39,Karachi Kings,197.0,5.0,14.0,77.0,42.0,Islamabad United,0,-1.0,0.46153846153846156,0.5370370370370371,0.42857142857142855,0.6,0.4,0.6,156.84615384615384
1247017,2021-02-26,2021,National Stadium,Multan Sultans,wickets 7,regular,Mohammad Rizwan,Ahsan Raza,Faisal Afridi,157,6,7,25,36,Lahore Qalandars,159.0,3.0,16.0,58.0,8.0,Multan Sultans,0,-2.0,0.37254901960784315,0.40625,0.5714285714285714,0.8,0.0,0.5,150.75862068965517
1247018,2021-02-26,2021,National Stadium,Peshawar Zalmi,wickets 3,regular,Haider Ali,Asif Yaqoob,RK Illingworth,198,7,8,42,47,Quetta Gladiators,202.0,7.0,14.0,58.0,53.0,Peshawar Zalmi,0,-4.0,0.5660377358490566,0.5344827586206896,0.5333333333333333,0.2,0.2,0.5555555555555556,148.47368421052633
1247019,2021-02-27,2021,National Stadium,Karachi Kings,wickets 7,regular,Babar Azam,Rashid Riaz,RK Illingworth,195,6,22,72,31,Multan Sultans,198.0,3.0,8.0,68.0,31.0,Karachi Kings,0,-3.0,0.42424242424242425,0.4528301886792453,0.2,0.2,0.4,0.5,156.6
1247020,2021-02-27,2021,National Stadium,Peshawar Zalmi,wickets 6,regular,Wahab Riaz,Asif Yaqoob,Shozab Raza,118,10,3,47,2,Islamabad United,122.0,4.0,2.0,26.0,7.0,Peshawar Zalmi,0,-4.0,0.5454545454545454,0.5423728813559322,0.5,0.4,0.4,0.625,152.32142857142858
1247021,2021-02-28,2021,National Stadium,Lahore Qalandars,wickets 6,regular,Shaheen Shah Afridi,Ahsan Raza,RK Illingworth,186,9,13,53,24,Karachi Kings,189.0,4.0,3.0,46.0,45.0,Lahore Qalandars,0,-3.0,0.46296296296296297,0.36538461538461536,0.6363636363636364,0.6,0.6,0.5833333333333334,158.2962962962963
1247022,2021-03-02,2021,National Stadium,Islamabad United,wickets 6,regular,Faheem Ashraf,Ahsan Raza,Shozab Raza,156,7,16,41,24,Quetta Gladiators,157.0,4.0,6.0,76.0,14.0,Islamabad United,0,-1.0,0.5555555555555556,0.5357142857142857,0.6363636363636364,0.2,0.4,0.5,150.95
1247023,2021-03-03,2021,National Stadium,Karachi Kings,wickets 6,regular,Mohammad Nabi,Imran Javed,Rashid Riaz,188,5,16,39,68,Peshawar Zalmi,191.0,4.0,11.0,37.0,40.0,Karachi Kings,0,-3.0,0.55,0.45454545454545453,0.6363636363636364,0.6,0.6,0.46153846153846156,158.27586206896552
1247024,2021-03-03,2021,National Stadium,Quetta Gladiators,runs 22,regular,Qais Ahmad,Asif Yaqoob,Faisal Afridi,176,7,3,55,40,Quetta Gladiators,154.0,10.0,13.0,53.0,30.0,Multan Sultans,1,22.0,0.5454545454545454,0.4117647058823529,0.6,0.2,0.2,0.45454545454545453,151.1904761904762
1247027,2021-06-09,2021,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,wickets 5,regular,Rashid Khan,Aleem Dar,Rashid Riaz,143,9,11,43,42,Islamabad United,144.0,5.0,2.0,38.0,40.0,Lahore Qalandars,0,-1.0,0.543859649122807,0.37735849056603776,0.7,0.6,0.6,0.5,151.13793103448276
1247025,2021-06-10,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,runs 12,regular,RR Rossouw,Aleem Dar,Shozab Raza,176,5,4,60,41,Multan Sultans,164.0,7.0,8.0,31.0,49.0,Karachi Kings,1,12.0,0.4,0.4642857142857143,0.16666666666666666,0.2,0.6,0.5,158.42857142857142
1247026,2021-06-10,2021,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,runs 10,regular,Rashid Khan,Asif Yaqoob,Rashid Riaz,170,8,10,18,60,Lahore Qalandars,160.0,8.0,6.0,33.0,45.0,Peshawar Zalmi,1,10.0,0.3888888888888889,0.5409836065573771,0.3333333333333333,0.8,0.6,1.0,150.96666666666667
1247028,2021-06-11,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,wickets 10,regular,C Munro,Aleem Dar,Shozab Raza,133,10,16,36,19,Quetta Gladiators,137.0,0.0,7.0,97.0,0.0,Islamabad United,0,-4.0,0.5535714285714286,0.5344827586206896,0.5833333333333334,0.2,0.6,0.5,152.3181818181818
1247030,2021-06-12,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,runs 61,regular,DA Miller,Ahsan Raza,Shozab Raza,197,5,10,22,47,Peshawar Zalmi,136.0,9.0,7.0,43.0,30.0,Quetta Gladiators,1,61.0,0.532258064516129,0.543859649122807,0.5,0.6,0.2,0.0,159.26666666666668
